Time(s),HeartRate(1/min),Glucose-BloodConcentration(mg/dL),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),AchievedExerciseLevel
31811.02,71.188144,164.836160,17.647059,116.622478,76.473445,0,0
31812.02,71.200210,164.836238,17.647059,116.625098,76.472108,0,0
31813.02,71.215710,164.835850,17.647059,116.627057,76.469691,0,0
31814.02,71.202240,164.835419,17.647059,116.622523,76.469655,0,0
31815.02,71.204396,164.835296,17.647059,116.622976,76.468833,0,0
31816.02,71.218306,164.835886,17.647059,116.624601,76.466556,0,0
31817.02,71.204268,164.836536,17.647059,116.620119,76.466681,0,0
31818.02,71.193789,164.836679,17.647059,116.617970,76.467356,0,0
31819.02,71.208227,164.836314,17.647059,116.621204,76.465890,0,0
31820.02,71.220385,164.835847,17.647059,116.622514,76.463833,0,0
31821.02,71.205763,164.835649,17.647059,116.618119,76.464167,0,0
31822.02,71.211446,164.836137,17.647059,116.619839,76.463468,0,0
31823.02,71.221783,164.836826,17.647059,116.620819,76.461652,0,0
31824.02,71.206626,164.837048,17.647059,116.616515,76.462196,0,0
31825.02,71.197591,164.836742,17.647059,116.615006,76.463025,0,0
31826.02,71.214043,164.836264,17.647059,116.618823,76.461568,0,0
31827.02,71.222543,164.836008,17.647059,116.619449,76.459982,0,0
31828.02,71.198720,164.836399,17.647059,116.614014,76.461579,0,0
31829.02,71.216119,164.837132,17.647059,116.618061,76.460099,0,0
31830.02,71.222796,164.837435,17.647059,116.618309,76.458722,0,0
31831.02,71.206811,164.837206,17.647059,116.614157,76.459601,0,0
31832.02,71.199510,164.836738,17.647059,116.613226,76.460472,0,0
31833.02,71.217808,164.836438,17.647059,116.617461,76.458947,0,0
31834.02,71.206415,164.836725,17.647059,116.613232,76.458758,0,0
31835.02,71.200088,164.837492,17.647059,116.612574,76.459606,0,0
31836.02,71.219218,164.837881,17.647059,116.616963,76.458023,0,0
31837.02,71.222326,164.837730,17.647059,116.616422,76.457003,0,0
31838.02,71.205844,164.837283,17.647059,116.612412,76.458110,0,0
31839.02,71.200547,164.836951,17.647059,116.612026,76.458916,0,0
31840.02,71.221790,164.837130,17.647059,116.615606,76.456412,0,0
31841.02,71.205169,164.837906,17.647059,116.611676,76.457606,0,0
31842.02,71.200950,164.838384,17.647059,116.611560,76.458354,0,0
31843.02,71.221458,164.838314,17.647059,116.616164,76.456641,0,0
31844.02,71.221136,164.837888,17.647059,116.614848,76.455934,0,0
31845.02,71.204446,164.837532,17.647059,116.611004,76.457200,0,0
31846.02,71.222372,164.837611,17.647059,116.615818,76.456096,0,0
31847.02,71.220408,164.838363,17.647059,116.614129,76.455530,0,0
31848.02,71.203717,164.838923,17.647059,116.610379,76.456854,0,0
31849.02,71.201773,164.838940,17.647059,116.610800,76.457444,0,0
31850.02,71.223182,164.838538,17.647059,116.615481,76.455602,0,0
31851.02,71.219638,164.838156,17.647059,116.613436,76.455173,0,0
31852.02,71.202255,164.838149,17.647059,116.610478,76.457039,0,0
31853.02,71.223899,164.838852,17.647059,116.615143,76.455144,0,0
31854.02,71.218844,164.839479,17.647059,116.612764,76.454845,0,0
31855.02,71.202354,164.839584,17.647059,116.609231,76.456253,0,0
31856.02,71.202805,164.839219,17.647059,116.610188,76.456651,0,0
31857.02,71.224521,164.838812,17.647059,116.614802,76.454713,0,0
31858.02,71.201745,164.838727,17.647059,116.608706,76.455982,0,0
31859.02,71.203426,164.839360,17.647059,116.609933,76.456277,0,0
31860.02,71.225039,164.840045,17.647059,116.614457,76.454312,0,0
31861.02,71.217216,164.840231,17.647059,116.611489,76.454266,0,0
31862.02,71.201192,164.839917,17.543860,116.608219,76.455728,0,0
31863.02,71.204123,164.839492,17.543860,116.609714,76.455915,0,0
31864.02,71.226175,164.839336,17.543860,116.614267,76.453878,0,0
31865.02,71.202734,164.839878,17.543860,116.608179,76.455337,0,0
31866.02,71.206564,164.840619,17.543860,116.609958,76.455541,0,0
31867.02,71.228457,164.840885,17.543860,116.614604,76.453650,0,0
31868.02,71.219641,164.840633,17.543860,116.611663,76.453924,0,0
31869.02,71.204004,164.840215,17.543860,116.608887,76.455712,0,0
31870.02,71.207998,164.840012,17.543860,116.611043,76.456205,0,0
31871.02,71.219264,164.840460,17.543860,116.613054,76.455374,0,0
31872.02,71.203337,164.841261,17.543860,116.610583,76.457509,0,0
31873.02,71.207529,164.841629,17.543860,116.613069,76.458255,0,0
31874.02,71.228025,164.841461,17.543860,116.617950,76.457003,0,0
31875.02,71.217275,164.841068,17.543860,116.615169,76.457977,0,0
31876.02,71.201302,164.840846,17.543860,116.612862,76.460285,0,0
31877.02,71.225972,164.841203,17.543860,116.620312,76.459935,0,0
31878.02,71.214640,164.842045,17.543860,116.617423,76.460999,0,0
31879.02,71.198867,164.842517,17.543860,116.615155,76.463304,0,0
31880.02,71.204162,164.842442,17.543860,116.617885,76.464023,0,0
31881.02,71.223860,164.842070,17.543860,116.622472,76.462812,0,0
31882.02,71.212141,164.841823,17.543860,116.619410,76.463843,0,0
31883.02,71.202781,164.842085,17.543860,116.619878,76.466583,0,0
31884.02,71.222177,164.842930,17.543860,116.624226,76.465266,0,0
31885.02,71.210167,164.843485,17.543860,116.620984,76.466216,0,0
31886.02,71.195156,164.843496,17.543860,116.618680,76.468272,0,0
31887.02,71.202016,164.843138,17.543860,116.621459,76.468619,0,0
31888.02,71.221071,164.842851,17.543860,116.625566,76.467190,0,0
31889.02,71.194207,164.843007,17.543860,116.619866,76.469981,0,0
31890.02,71.201850,164.843826,17.543860,116.622692,76.470145,0,0
31891.02,71.220494,164.844441,17.543860,116.626571,76.468626,0,0
31892.02,71.207962,164.844523,17.543860,116.623049,76.469434,0,0
31893.02,71.193769,164.844185,17.647059,116.620773,76.471245,0,0
31894.02,71.202164,164.843855,17.647059,116.623666,76.471251,0,0
31895.02,71.205615,164.843900,17.647059,116.623329,76.470606,0,0
31896.02,71.191722,164.844659,17.647059,116.621065,76.472296,0,0
31897.02,71.201275,164.845328,17.647059,116.624016,76.472014,0,0
31898.02,71.217108,164.845467,17.647059,116.626867,76.470359,0,0
31899.02,71.203202,164.845145,17.647059,116.622806,76.470981,0,0
31900.02,71.190456,164.844771,17.647059,116.620479,76.472269,0,0
31901.02,71.216777,164.844703,17.647059,116.625582,76.469469,0,0
31902.02,71.202874,164.845354,17.647059,116.621204,76.469772,0,0
31903.02,71.191386,164.846055,17.647059,116.618839,76.470642,0,0
31904.02,71.204501,164.846239,17.647059,116.621780,76.469357,0,0
31905.02,71.218304,164.845920,17.647059,116.623386,76.467166,0,0
31906.02,71.204249,164.845494,17.647059,116.618842,76.467306,0,0
31907.02,71.193829,164.845324,17.647059,116.616596,76.467939,0,0
31908.02,71.220717,164.845838,17.647059,116.620870,76.464190,0,0
31909.02,71.206312,164.846554,17.647059,116.616317,76.464359,0,0
31910.02,71.196774,164.846792,17.647059,116.614327,76.464928,0,0
31911.02,71.212509,164.846494,17.647059,116.617699,76.463262,0,0
31912.02,71.223129,164.846028,17.647059,116.618509,76.461226,0,0
31913.02,71.208263,164.845780,17.647059,116.614038,76.461545,0,0
31914.02,71.216265,164.846167,17.647059,116.616030,76.460461,0,0
31915.02,71.225048,164.846896,17.647059,116.616508,76.458650,0,0
31916.02,71.209707,164.847199,17.647059,116.612147,76.459163,0,0
31917.02,71.201763,164.846959,17.647059,116.610807,76.459823,0,0
31918.02,71.219416,164.846479,17.647059,116.614735,76.458140,0,0
31919.02,71.226328,164.846172,17.647059,116.614870,76.456569,0,0
31920.02,71.203472,164.846448,17.647059,116.609594,76.457971,0,0
31921.02,71.221970,164.847196,17.647059,116.613743,76.456281,0,0
31922.02,71.227026,164.847572,17.647059,116.613516,76.454937,0,0
31923.02,71.210919,164.847410,17.647059,116.609361,76.455801,0,0
31924.02,71.204747,164.846943,17.647059,116.608638,76.456519,0,0
31925.02,71.224025,164.846595,17.647059,116.612967,76.454809,0,0
31926.02,71.210893,164.846764,17.647059,116.608306,76.454677,0,0
31927.02,71.205708,164.847523,17.647059,116.607874,76.455386,0,0
31928.02,71.225687,164.847982,17.647059,116.612344,76.453643,0,0
31929.02,71.227146,164.847901,17.647059,116.611368,76.452697,0,0
31930.02,71.210604,164.847463,17.647059,116.607401,76.453817,0,0
31931.02,71.206464,164.847089,17.647059,116.607253,76.454493,0,0
31932.02,71.226786,164.847156,17.647059,116.610475,76.451934,0,0
31933.02,71.210148,164.847900,17.647059,116.606604,76.453146,0,0
31934.02,71.207104,164.848446,17.647059,116.606734,76.453768,0,0
31935.02,71.228186,164.848449,17.647059,116.611370,76.451931,0,0
31936.02,71.226259,164.848042,17.647059,116.609654,76.451318,0,0
31937.02,71.209603,164.847650,17.647059,116.605883,76.452603,0,0
31938.02,71.229148,164.847630,17.647059,116.610948,76.451267,0,0
31939.02,71.225625,164.848326,17.647059,116.608881,76.450802,0,0
31940.02,71.209023,164.848949,17.647059,116.605217,76.452144,0,0
31941.02,71.208292,164.849042,17.647059,116.605893,76.452610,0,0
31942.02,71.229966,164.848670,17.647059,116.610542,76.450679,0,0
31943.02,71.224921,164.848261,17.647059,116.608143,76.450354,0,0
31944.02,71.208915,164.848168,17.647059,116.605543,76.452117,0,0
31945.02,71.230652,164.848792,17.647059,116.610143,76.450150,0,0
31946.02,71.224170,164.849477,17.647059,116.607437,76.449960,0,0
31947.02,71.207886,164.849659,17.647059,116.604019,76.451385,0,0
31948.02,71.209582,164.849335,17.647059,116.605236,76.451661,0,0
31949.02,71.231210,164.848908,17.647059,116.609747,76.449671,0,0
31950.02,71.223385,164.848752,17.647059,116.606763,76.449610,0,0
31951.02,71.210305,164.849287,17.647059,116.604971,76.451234,0,0
31952.02,71.231639,164.850019,17.647059,116.609351,76.449235,0,0
31953.02,71.222579,164.850283,17.647059,116.606120,76.449297,0,0
31954.02,71.206889,164.850021,17.647059,116.602988,76.450766,0,0
31955.02,71.211094,164.849584,17.647059,116.604744,76.450829,0,0
31956.02,71.231938,164.849368,17.647059,116.608949,76.448834,0,0
31957.02,71.206474,164.849799,17.543860,116.602531,76.450490,0,0
31958.02,71.211957,164.850571,17.543860,116.604552,76.450438,0,0
31959.02,71.233005,164.850910,17.543860,116.608733,76.448391,0,0
31960.02,71.222781,164.850714,17.543860,116.605286,76.448594,0,0
31961.02,71.208138,164.850283,17.543860,116.602522,76.450086,0,0
31962.02,71.214508,164.850018,17.543860,116.604825,76.450056,0,0
31963.02,71.224236,164.850339,17.543860,116.605727,76.448686,0,0
31964.02,71.209446,164.851144,17.543860,116.603275,76.450487,0,0
31965.02,71.215984,164.851573,17.543860,116.605957,76.450749,0,0
31966.02,71.235688,164.851461,17.543860,116.610315,76.449264,0,0
31967.02,71.223815,164.851058,17.543860,116.607160,76.450184,0,0
31968.02,71.208804,164.850776,17.543860,116.605024,76.452326,0,0
31969.02,71.234383,164.851005,17.543860,116.612409,76.451646,0,0
31970.02,71.221788,164.851832,17.543860,116.609315,76.452838,0,0
31971.02,71.206802,164.852368,17.543860,116.607351,76.455144,0,0
31972.02,71.214004,164.852358,17.543860,116.610532,76.455719,0,0
31973.02,71.232171,164.851991,17.543860,116.614769,76.454632,0,0
31974.02,71.219126,164.851700,17.543860,116.611604,76.455907,0,0
31975.02,71.212277,164.851849,17.543860,116.612930,76.458677,0,0
31976.02,71.229919,164.852666,17.543860,116.616926,76.457558,0,0
31977.02,71.216607,164.853291,17.543860,116.613621,76.458794,0,0
31978.02,71.202306,164.853380,17.543860,116.611697,76.460970,0,0
31979.02,71.210951,164.853047,17.543860,116.614960,76.461268,0,0
31980.02,71.228114,164.852732,17.543860,116.618677,76.460058,0,0
31981.02,71.200791,164.852796,17.543860,116.613289,76.463234,0,0
31982.02,71.210241,164.853568,17.543860,116.616575,76.463333,0,0
31983.02,71.226899,164.854257,17.543860,116.620016,76.462025,0,0
31984.02,71.213236,164.854424,17.543860,116.616436,76.463088,0,0
31985.02,71.199889,164.854127,17.543860,116.614512,76.464973,0,0
31986.02,71.210127,164.853779,17.543860,116.617840,76.464886,0,0
31987.02,71.212382,164.853751,17.543860,116.617340,76.464500,0,0
31988.02,71.199498,164.854443,17.647059,116.615452,76.466266,0,0
31989.02,71.210477,164.855183,17.647059,116.618842,76.466018,0,0
31990.02,71.224750,164.855416,17.647059,116.621514,76.464682,0,0
31991.02,71.209978,164.855152,17.647059,116.617635,76.465707,0,0
31992.02,71.197524,164.854777,17.647059,116.615775,76.467330,0,0
31993.02,71.209654,164.854659,17.647059,116.619203,76.466786,0,0
31994.02,71.207589,164.855235,17.647059,116.617115,76.466086,0,0
31995.02,71.196402,164.856006,17.647059,116.615207,76.467291,0,0
31996.02,71.210305,164.856292,17.647059,116.618583,76.466214,0,0
31997.02,71.222110,164.856048,17.647059,116.619944,76.464414,0,0
31998.02,71.207298,164.855635,17.647059,116.615520,76.464882,0,0
31999.02,71.197469,164.855428,17.647059,116.613594,76.465661,0,0
32000.02,71.223552,164.855853,17.647059,116.617740,76.462139,0,0
32001.02,71.208686,164.856624,17.647059,116.613186,76.462444,0,0
32002.02,71.200017,164.856955,17.647059,116.611399,76.462977,0,0
32003.02,71.216895,164.856737,17.647059,116.614918,76.461174,0,0
32004.02,71.225862,164.856283,17.647059,116.615235,76.459209,0,0
32005.02,71.210743,164.855995,17.647059,116.610701,76.459537,0,0
32006.02,71.220979,164.856278,17.647059,116.612926,76.458082,0,0
32007.02,71.228174,164.857034,17.647059,116.612879,76.456277,0,0
32008.02,71.212699,164.857417,17.647059,116.608447,76.456740,0,0
32009.02,71.205900,164.857252,17.647059,116.607252,76.457202,0,0
32010.02,71.224691,164.856780,17.647059,116.611237,76.455272,0,0
32011.02,71.230025,164.856431,17.647059,116.610852,76.453693,0,0
32012.02,71.208274,164.856592,17.647059,116.605690,76.454834,0,0
32013.02,71.227805,164.857336,17.647059,116.609891,76.452911,0,0
32014.02,71.231267,164.857784,17.647059,116.609169,76.451575,0,0
32015.02,71.215114,164.857693,17.647059,116.604997,76.452394,0,0
32016.02,71.210134,164.857236,17.647059,116.604465,76.452926,0,0
32017.02,71.230309,164.856846,17.647059,116.608841,76.451010,0,0
32018.02,71.215550,164.856902,17.647059,116.603725,76.450882,0,0
32019.02,71.211560,164.857628,17.647059,116.603505,76.451421,0,0
32020.02,71.232291,164.858153,17.647059,116.608009,76.449499,0,0
32021.02,71.232143,164.858144,17.647059,116.606591,76.448606,0,0
32022.02,71.215614,164.857721,17.647059,116.602659,76.449710,0,0
32023.02,71.212677,164.857309,17.647059,116.602737,76.450229,0,0
32024.02,71.232013,164.857274,17.647059,116.605553,76.447584,0,0
32025.02,71.215429,164.857960,17.647059,116.601737,76.448789,0,0
32026.02,71.213598,164.858566,17.647059,116.602101,76.449262,0,0
32027.02,71.235122,164.858643,17.647059,116.606723,76.447295,0,0
32028.02,71.231647,164.858262,17.647059,116.604613,76.446761,0,0
32029.02,71.215091,164.857840,17.647059,116.600914,76.448045,0,0
32030.02,71.236137,164.857730,17.647059,116.606176,76.446459,0,0
32031.02,71.231120,164.858345,17.647059,116.603742,76.446082,0,0
32032.02,71.214671,164.859022,17.647059,116.600167,76.447427,0,0
32033.02,71.215177,164.859191,17.647059,116.601089,76.447757,0,0
32034.02,71.236950,164.858857,17.647059,116.605663,76.445740,0,0
32035.02,71.230481,164.858425,17.647059,116.602927,76.445511,0,0
32036.02,71.214212,164.858259,17.647059,116.599485,76.446904,0,0
32037.02,71.237585,164.858782,17.647059,116.605171,76.445115,0,0
32038.02,71.229762,164.859512,17.647059,116.602160,76.445025,0,0
32039.02,71.213747,164.859770,17.647059,116.598860,76.446453,0,0
32040.02,71.216705,164.859497,17.647059,116.600332,76.446598,0,0
32041.02,71.238055,164.859056,17.647059,116.604692,76.444565,0,0
32042.02,71.228990,164.858838,17.647059,116.601436,76.444605,0,0
32043.02,71.217517,164.859260,17.647059,116.600029,76.446097,0,0
32044.02,71.238370,164.860025,17.647059,116.604216,76.444075,0,0
32045.02,71.228185,164.860364,17.647059,116.600749,76.444235,0,0
32046.02,71.212893,164.860163,17.647059,116.597761,76.445699,0,0
32047.02,71.218384,164.859722,17.647059,116.599768,76.445629,0,0
32048.02,71.238536,164.859452,17.647059,116.603734,76.443631,0,0
32049.02,71.212540,164.859767,17.647059,116.597275,76.445371,0,0
32050.02,71.219318,164.860556,17.647059,116.599546,76.445185,0,0
32051.02,71.238555,164.860968,17.647059,116.603245,76.443230,0,0
32052.02,71.226536,164.860841,17.647059,116.599472,76.443611,0,0
32053.02,71.212249,164.860413,17.647059,116.596832,76.445071,0,0
32054.02,71.220320,164.860098,17.647059,116.599364,76.444769,0,0
32055.02,71.225702,164.860299,17.647059,116.598888,76.443361,0,0
32056.02,71.212014,164.861092,17.543860,116.596439,76.444809,0,0
32057.02,71.221385,164.861583,17.543860,116.599233,76.444390,0,0
32058.02,71.239385,164.861529,17.543860,116.602537,76.442484,0,0
32059.02,71.226766,164.861120,17.543860,116.598733,76.443001,0,0
32060.02,71.213798,164.860778,17.543860,116.596521,76.444471,0,0
32061.02,71.241318,164.860873,17.543860,116.602911,76.442406,0,0
32062.02,71.228120,164.861647,17.543860,116.599282,76.443235,0,0
32063.02,71.215078,164.862228,17.543860,116.597407,76.445018,0,0
32064.02,71.225464,164.862267,17.543860,116.600868,76.444934,0,0
32065.02,71.241555,164.861895,17.543860,116.604250,76.443663,0,0
32066.02,71.227553,164.861547,17.543860,116.600840,76.444904,0,0
32067.02,71.224990,164.861575,17.543860,116.603064,76.447169,0,0
32068.02,71.239995,164.862319,17.543860,116.606410,76.446202,0,0
32069.02,71.225411,164.862993,17.543860,116.603090,76.447699,0,0
32070.02,71.212370,164.863145,17.543860,116.601717,76.449949,0,0
32071.02,71.223441,164.862832,17.543860,116.605650,76.450156,0,0
32072.02,71.237588,164.862483,17.543860,116.608805,76.449302,0,0
32073.02,71.210008,164.862458,17.543860,116.604122,76.453082,0,0
32074.02,71.221746,164.863150,17.543860,116.608102,76.453180,0,0
32075.02,71.235193,164.863899,17.543860,116.610972,76.452303,0,0
32076.02,71.220133,164.864150,17.543860,116.607496,76.453816,0,0
32077.02,71.207970,164.863900,17.543860,116.606179,76.455899,0,0
32078.02,71.220471,164.863541,17.543860,116.610166,76.455811,0,0
32079.02,71.233279,164.863454,17.543860,116.612722,76.454854,0,0
32080.02,71.206537,164.864061,17.543860,116.607810,76.458192,0,0
32081.02,71.219817,164.864862,17.543860,116.611806,76.457901,0,0
32082.02,71.231977,164.865188,17.543860,116.614056,76.456858,0,0
32083.02,71.216762,164.864992,17.543860,116.610359,76.458183,0,0
