Time(s),HeartRate(1/min),RespirationRate(1/min),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),MeanArterialPressure(mmHg),OxygenSaturation,CoreTemperature(degC),CardiacOutput(L/min),HeartStrokeVolume(mL),TidalVolume(mL),ArterialBloodPH,AchievedExerciseLevel,Glucose-BloodConcentration(mg/dL)
10911.14,94.18,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.48,7.43,0,74.08,0
10912.14,94.18,15.54,122.7,88.7,106.4,0.980,35.89,6.37,67.6,573.48,7.43,0,74.09,0
10913.14,94.15,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.54,7.43,0,74.10,0
10914.14,94.15,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.54,7.43,0,74.11,0
10915.14,94.18,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.54,7.43,0,74.13,0
10916.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.54,7.43,0,74.14,0
10917.14,94.15,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.61,7.43,0,74.15,0
10918.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.61,7.43,0,74.16,0
10919.14,94.19,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.61,7.43,0,74.17,0
10920.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.61,7.43,0,74.18,0
10921.14,94.15,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.70,7.43,0,74.19,0
10922.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.70,7.43,0,74.20,0
10923.14,94.19,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.70,7.43,0,74.21,0
10924.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.70,7.44,0,74.22,0
10925.14,94.16,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.79,7.44,0,74.23,0
10926.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.79,7.44,0,74.24,0
10927.14,94.19,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.79,7.44,0,74.25,0
10928.14,94.18,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.79,7.44,0,74.26,0
10929.14,94.16,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.89,7.44,0,74.27,0
10930.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.89,7.44,0,74.28,0
10931.14,94.20,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.89,7.44,0,74.29,0
10932.14,94.16,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,573.89,7.44,0,74.30,0
10933.14,94.16,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,574.00,7.44,0,74.31,0
10934.14,94.20,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.00,7.44,0,74.32,0
10935.14,94.20,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.00,7.44,0,74.33,0
10936.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,574.00,7.44,0,74.34,0
10937.14,94.16,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,574.12,7.44,0,74.35,0
10938.14,94.20,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.12,7.44,0,74.36,0
10939.14,94.19,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.12,7.44,0,74.37,0
10940.14,94.17,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.6,574.25,7.44,0,74.38,0
10941.14,94.18,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.25,7.44,0,74.39,0
10942.14,94.20,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.25,7.44,0,74.40,0
10943.14,94.19,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.25,7.44,0,74.41,0
10944.14,94.17,15.54,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.38,7.44,0,74.42,0
10945.14,94.18,15.54,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.38,7.44,0,74.43,0
10946.14,94.20,15.54,122.7,88.7,106.3,0.980,35.89,6.37,67.7,574.38,7.44,0,74.44,0
10947.14,94.19,15.54,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.38,7.44,0,74.45,0
10948.14,94.17,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.47,7.44,0,74.46,0
10949.14,94.18,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.47,7.44,0,74.47,0
10950.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.47,7.44,0,74.48,0
10951.14,94.20,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,574.47,7.44,0,74.48,0
10952.14,94.18,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.17,7.44,0,74.49,0
10953.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.17,7.44,0,74.50,0
10954.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.17,7.44,0,74.51,0
10955.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.17,7.44,0,74.52,0
10956.14,94.18,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.31,7.44,0,74.53,0
10957.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.31,7.44,0,74.54,0
10958.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,570.31,7.44,0,74.55,0
10959.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.31,7.44,0,74.56,0
10960.14,94.18,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.44,7.44,0,74.57,0
10961.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.44,7.44,0,74.58,0
10962.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,570.44,7.44,0,74.59,0
10963.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.44,7.44,0,74.60,0
10964.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.56,7.44,0,74.61,0
10965.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.56,7.44,0,74.62,0
10966.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.56,7.44,0,74.62,0
10967.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.56,7.44,0,74.63,0
10968.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.68,7.44,0,74.64,0
10969.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.68,7.44,0,74.65,0
10970.14,94.21,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.68,7.44,0,74.66,0
10971.14,94.18,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.68,7.44,0,74.67,0
10972.14,94.19,15.46,122.6,88.7,106.3,0.980,35.89,6.37,67.7,570.80,7.44,0,74.68,0
10973.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,570.80,7.44,0,74.69,0
10974.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,570.80,7.44,0,74.70,0
10975.14,94.19,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,570.90,7.44,0,74.71,0
10976.14,94.19,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,570.90,7.44,0,74.71,0
10977.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,570.90,7.44,0,74.72,0
10978.14,94.22,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,570.90,7.44,0,74.73,0
10979.14,94.19,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.01,7.44,0,74.74,0
10980.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.01,7.44,0,74.75,0
10981.14,94.23,15.46,122.6,88.7,106.3,0.980,35.89,6.38,67.7,571.01,7.44,0,74.76,0
10982.14,94.20,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.01,7.44,0,74.77,0
10983.14,94.19,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.11,7.44,0,74.78,0
10984.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.11,7.44,0,74.79,0
10985.14,94.23,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.11,7.44,0,74.79,0
10986.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.11,7.44,0,74.80,0
10987.14,94.19,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.21,7.44,0,74.81,0
10988.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.21,7.44,0,74.82,0
10989.14,94.23,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.21,7.44,0,74.83,0
10990.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.21,7.44,0,74.84,0
10991.14,94.20,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.31,7.44,0,74.85,0
10992.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.31,7.44,0,74.85,0
10993.14,94.23,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.31,7.44,0,74.86,0
10994.14,94.21,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.31,7.44,0,74.87,0
10995.14,94.20,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.41,7.44,0,74.88,0
10996.14,94.23,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.41,7.44,0,74.89,0
10997.14,94.24,15.46,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.41,7.44,0,74.90,0
10998.14,94.20,15.46,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.41,7.44,0,74.90,0
10999.14,94.20,15.38,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.37,7.44,0,74.91,0
11000.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.37,7.44,0,74.92,0
11001.14,94.24,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,571.37,7.44,0,74.93,0
11002.14,94.21,15.38,122.6,88.6,106.3,0.980,35.89,6.37,67.7,571.37,7.44,0,74.94,0
11003.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.17,7.44,0,74.95,0
11004.14,94.24,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.17,7.44,0,74.96,0
11005.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.17,7.44,0,74.96,0
11006.14,94.21,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.25,7.44,0,74.97,0
11007.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.25,7.44,0,74.98,0
11008.14,94.24,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.25,7.44,0,74.99,0
11009.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.25,7.44,0,75.00,0
11010.14,94.21,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.33,7.44,0,75.00,0
11011.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.33,7.44,0,75.01,0
11012.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.33,7.44,0,75.02,0
11013.14,94.24,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.33,7.44,0,75.03,0
11014.14,94.21,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.39,7.44,0,75.04,0
11015.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.39,7.44,0,75.05,0
11016.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.39,7.44,0,75.05,0
11017.14,94.24,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.39,7.44,0,75.06,0
11018.14,94.21,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.44,7.44,0,75.07,0
11019.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.44,7.44,0,75.08,0
11020.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.44,7.44,0,75.09,0
11021.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.44,7.44,0,75.09,0
11022.14,94.21,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.49,7.44,0,75.10,0
11023.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.49,7.44,0,75.11,0
11024.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.49,7.44,0,75.12,0
11025.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.49,7.44,0,75.13,0
11026.14,94.21,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.52,7.44,0,75.13,0
11027.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.52,7.44,0,75.14,0
11028.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.52,7.44,0,75.15,0
11029.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.52,7.44,0,75.16,0
11030.14,94.22,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.54,7.44,0,75.17,0
11031.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.54,7.44,0,75.17,0
11032.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.54,7.44,0,75.18,0
11033.14,94.23,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.54,7.44,0,75.19,0
11034.14,94.22,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.56,7.44,0,75.20,0
11035.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.56,7.44,0,75.20,0
11036.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.56,7.44,0,75.21,0
11037.14,94.22,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.56,7.44,0,75.22,0
11038.14,94.22,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.57,7.44,0,75.23,0
11039.14,94.25,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.57,7.44,0,75.24,0
11040.14,94.26,15.38,122.6,88.6,106.3,0.980,35.89,6.38,67.7,567.57,7.44,0,75.24,0
11041.14,94.22,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.57,7.44,0,75.25,0
11042.14,94.22,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.26,0
11043.14,94.25,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.26,0
11044.14,94.24,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.27,0
11045.14,94.23,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.28,0
11046.14,94.24,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.29,0
11047.14,94.26,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.29,0
11048.14,94.25,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.59,7.44,0,75.30,0
11049.14,94.23,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.60,7.44,0,75.31,0
11050.14,94.24,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.60,7.44,0,75.31,0
11051.14,94.27,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.60,7.44,0,75.32,0
11052.14,94.25,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.60,7.44,0,75.33,0
11053.14,94.23,15.38,122.6,88.6,106.2,0.980,35.89,6.38,67.7,567.60,7.44,0,75.33,0
11054.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.34,0
11055.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.35,0
11056.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.35,0
11057.14,94.23,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.36,0
11058.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.36,0
11059.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.37,0
11060.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.38,0
11061.14,94.23,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.38,0
11062.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.39,0
11063.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.39,0
11064.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.40,0
11065.14,94.23,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.41,0
11066.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.41,0
11067.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.42,0
11068.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.42,0
11069.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.43,0
11070.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.43,0
11071.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.44,0
11072.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.44,0
11073.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.45,0
11074.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.45,0
11075.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.46,0
11076.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.46,0
11077.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.47,0
11078.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.48,0
11079.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.48,0
11080.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.49,0
11081.14,94.24,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.49,0
11082.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.50,0
11083.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.50,0
11084.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.51,0
11085.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.51,0
11086.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.51,0
11087.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.52,0
11088.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.52,0
11089.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.53,0
11090.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.53,0
11091.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.54,0
11092.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.54,0
11093.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.55,0
11094.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.55,0
11095.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.56,0
11096.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.56,0
11097.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.56,0
11098.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.57,0
11099.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.57,0
11100.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.58,0
11101.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.58,0
11102.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.59,0
11103.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.59,0
11104.14,94.25,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.60,0
11105.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.60,0
11106.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.60,0
11107.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.61,0
11108.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.61,0
11109.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.62,0
11110.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.62,0
11111.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.62,0
11112.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.63,0
11113.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.63,0
11114.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.64,0
11115.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.64,0
11116.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.64,0
11117.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.65,0
11118.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.65,0
11119.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.66,0
11120.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.66,0
11121.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.66,0
11122.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.62,7.44,0,75.67,0
11123.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.67,0
11124.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.67,0
11125.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.68,0
11126.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.68,0
11127.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.68,0
11128.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.68,0
11129.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.69,0
11130.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.69,0
11131.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.69,0
11132.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.70,0
11133.14,94.30,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.70,0
11134.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.70,0
11135.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.70,0
11136.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.71,0
11137.14,94.30,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.71,0
11138.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.61,7.44,0,75.71,0
11139.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.71,0
11140.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.71,0
11141.14,94.30,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.72,0
11142.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.72,0
11143.14,94.26,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.72,0
11144.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.72,0
11145.14,94.30,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.72,0
11146.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.60,7.44,0,75.72,0
11147.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.59,7.44,0,75.72,0
11148.14,94.29,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.59,7.44,0,75.73,0
11149.14,94.30,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.59,7.44,0,75.73,0
11150.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.59,7.44,0,75.73,0
11151.14,94.27,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.58,7.44,0,75.73,0
11152.14,94.28,15.38,122.6,88.6,106.2,0.980,35.88,6.38,67.7,567.58,7.44,0,75.73,0
